402,상암월드컵파크 9단지 앞,마포구 상암동 670,마포구,1001,솔밭근린공원,02-901-6939,서울특별시 강북구 우이동 80번지 일대,강북구,37.5831515,126.8800049
403,부엉이공원 앞,마포구 상암동 857-2 ,마포구,1002,금천체육공원(관악산),02-2627-1664 ,서울특별시 금천구 독산동 산118-4(금천체육공원),금천구,37.5855406,126.8849169
405,DMC빌 앞,상암동 298-4,마포구,1003,금천폭포근린공원,02-2627-1652 ~ 7,서울특별시 금천구 시흥대로38길 61(시흥동 937-2),금천구,37.5824111,126.885464
406,상암월드컵파크 7단지 앞,상암동 450-7,마포구,1004,만수천공원(관악산),02-2627-1662~6,서울특별시 금천구 독산동 산8 일대,금천구,37.5791606,126.8954753
407,마포구 육아종합지원센터,상암산로1길 71,마포구,1005,발바닥공원,02-2091-3772,서울특별시 도봉구 시루봉로6길 33,도봉구,37.5805091,126.8835655
408,LG CNS앞,월드컵북로 424,마포구,1006,월천근린공원,02-2091-3756,서울특별시 도봉구 창동 28번지,도봉구,37.5810493,126.8868565
409,누리꿈스퀘어 옆,월드컵북로 396,마포구,1007,용두근린공원,02-2127-4772,서울특별시 동대문구 용두동 34-1번지 일대,동대문구,37.5791192,126.8902941
410,상암중학교 옆,상암동 산23,마포구,1008,상암근린공원,02-3153-9553,서울특별시 마포구 상암동 1761,마포구,37.5788988,126.8862183
411,DMC홍보관,상암동 134-7,마포구,1009,와우근린공원,02-3153-9553,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구,37.5771306,126.8923003
412,DMC산학협력연구센터 앞,상암동 126-7,마포구,1010,금호근린공원,02-2286-5657,서울특별시 성동구 장터1길 18,성동구,37.5760349,126.8913406
413,상암월드컵파크 3단지 후문,마포구 상암동 1718,마포구,1011,달맞이근린공원,02-2286-5657,서울특별시 성동구 옥수동 산1-1,성동구,37.5762587,126.8916622
414,상암동주민센터 옆,상암동 8-4,마포구,1012,문정근린공원,02-400-0978,서울특별시 송파구 문정동 18-4,송파구,37.5782869,126.894544
415,DMC역 9번출구 앞,마포구 상암동 1621 ,마포구,1014,문화예술공원,02-2155-8601,서울특별시 서초구 바우뫼로12길 40 (양재동),서초구,37.5772473,126.8972617
416,상암월드컵파크1단지 교차로,상암동 1716,마포구,1328,세종로공원,02-2148-2843 ,서울특별시 종로구 세종대로 189 (우) 03172,종로구,37.574768,126.8938273
417,DMC역 2번출구 옆,상암동 1156-1,마포구,1329,샘말공원(관악산),02-879-6523,서울특별시 관악구 대학동 산63-1일대 샘말공원,관악구,37.5758789,126.9005762
418,월드컵경기장역 3번출구 옆,월드컵경기장 내,마포구,1338,초안산생태공원,02-2091-3754,서울특별시 도봉구 창동 산24,도봉구,37.5682588,126.8972774
419,홈플러스 앞,월드컵경기장 내,마포구,1348,푸른수목원,02-2686-3200,서울특별시 구로구 연동로 240(항동81-1) 푸른수목원관리사무소,구로구,37.5682588,126.8972774
420,서울시 공공자전거 운영센터 옆,마포구 성산동 665 ,마포구,1357,서오능도시자연공원,02-351-8003,서울특별시 은평구 구파발동 갈현동 진관내동,은평구,37.5619103,126.9170511
421,마포구청 앞,성산동 370,마포구,1360,청계산도시자연공원,02-2155-6870,서울특별시 서초구 원지동 산 33,서초구,37.5663123,126.9020797
142,아현역 4번출구 앞,아현동 329-15,마포구,1362,개화근린공원,02-2600-4183,서울특별시 강서구 개화동 산17,강서구,37.5571342,126.9558925
143,공덕역 2번출구,공덕동 257-88,마포구,1364,아차산생태공원,02-450-1192,서울특별시 광진구 광장동 370,광진구,37.5444198,126.950216
144,공덕역 8번출구,공덕동 438-5,마포구,1365,인능산도시자연공원,02-2155-6873,서울특별시 서초구 내곡동 산12-404,서초구,37.5438203,126.9520078
145,공덕역 5번출구,공덕동 237-9,마포구,1366,구룡산,02-2155-6869,서울특별시 서초구 염곡동 산25-1,서초구,37.5467512,126.9531075
146,마포역 2번출구 뒤,도화동 555-2,마포구,1367,우면산도시자연공원,02-2155-6883,서울특별시 서초구 우면동 산35-1,서초구,37.5398546,126.9459089
147,마포역 4번출구 뒤,도화동 292-29,마포구,1368,향림근린공원,02-351-8002,서울특별시 은평구 진관동 산55,은평구,37.5392206,126.9458454
148,용강동 주민센터 앞,용강동 234-1,마포구,1369,신사근린공원,02-351-8004,서울특별시 은평구 신사동 산80-4,은평구,37.5421978,126.9429372
150,서강대역 2번출구 앞,노고산동 112-13,마포구,1370,문화역 서울284,02-3407-3500,서울특별시 중구 통일로 1 서울역,중구,37.5534258,126.9395441
151,망원1동주민센터,망원동 403-2,마포구,1371,광평근린공원,02-3423-6243,서울특별시 강남구 수서동 산10-1,강남구,37.5555803,126.9055975
152,마포구민체육센터 앞,망원동 452-4,마포구,1372,청담근린공원,02-3423-6244,서울특별시 강남구 청담동 66,강남구,37.5564073,126.8987991
153,성산2교 사거리,성산동 54-17,마포구,1373,허브천문공원,02-3425-6454,서울특별시 강동구 둔촌동 산94,강동구,37.5641941,126.9125097
154,마포구청역 ,망원동 477-23,마포구,1374,연신내물빛공원,02-351-8012,서울특별시 은평구 통일로 849,은평구,37.5602971,126.9060638
155,가좌역1.2번출구,성산동123-29,마포구,1375,나들이근린공원,02-435-7168,서울특별시 중구 망우동 산 30-7 일대,중랑구,37.5684049,126.9144951
156,서울서부지방법원 앞,공덕동 105-11,마포구,1376,숭인근린공원,02-2148-4152,서울특별시 종로구 숭인동 58,종로구,37.5509703,126.9555983
157,애오개역 4번출구 앞,아현동 607-1,마포구,1377,서일대뒷산공원,02-2094-2363,서울특별시 중랑구 면목동 산19,중랑구,37.553703,126.9573121
181,망원초록길 입구,망원동 218-7,마포구,1378,용마도시자연공원(사가정공원),02-2094-2993,서울특별시 중랑구 면목7동 산50 ,중랑구,37.5513179,126.9027264
182,망원2빗물펌프장 앞,망원동 211-43,마포구,1379,문화비축기지,02-376-8410,서울특별시 마포구 증산로 87,마포구,37.5515121,126.9032634
183,하늘채코오롱아파트 건너편,연남동 365-19 ,마포구,1380,경춘선숲길,02-2289-4012,노원구 공릉2동 산 82-2,,37.5655556,126.919183
184,SK망원동주유소 건너편,성산동 253-20,마포구,1381,율현공원,02-459-9452,서울특별시 강남구 율현동 밤고개로24길(율현동 56),강남구,37.5590274,126.9075119
185,마포 신수공원앞,현석동 106-32,마포구,1382,서울로7017,02-313-7017,서울로7017,중구,37.5423735,126.934114
186,월드컵공원,성산동 월드컵로 243-60,마포구,,,,,,37.5639074,126.8973166
199,서울 월드컵 경기장,마포구 성산동 534-11,마포구,,,,,,37.566348,126.8970206
110,사천교,홍제천로 11,서대문구,,,,,,37.5687551,126.9185934
115,사루비아 빌딩 앞,서대문구 창천동 516,서대문구,,,,,,37.5587667,126.9269311
116,일진아이윌아파트 옆,서대문구 연희동 218-21,서대문구,,,,,,37.5642374,126.9274842
117,홍은사거리,홍제내길 483,서대문구,,,,,,37.5867942,126.9368699
123,문화촌 공원,홍제동 277-23,서대문구,,,,,,37.5945667,126.9472676
128,신촌역(2호선) 1번출구 옆,서대문구 창천동 30-16 ,서대문구,,,,,,37.5561475,126.939905
131,증산2교,증가로 264,서대문구,,,,,,37.5769944,126.9220385
132,창천문화공원,서대문구 창천동 53-47 ,서대문구,,,,,,37.5574687,126.9348396
133,해담는다리,서대문구 불광천길 150,서대문구,,,,,,37.5818632,126.9088901
134,연세로 명물길,서대문구 창천동 31-69,서대문구,,,,,,37.5582237,126.9382254
135,명물거리 원형무대 앞,서대문구 창천동 31-69,서대문구,,,,,,37.5582237,126.9382254
137,NH농협 신촌지점 앞,서대문구 대현동 60-11,서대문구,,,,,,37.5578292,126.9423621
138,신촌동 제1공영주차장 앞,서대문구 창천동 70-55 ,서대문구,,,,,,37.5591407,126.934105
139,연세대 정문 건너편,서대문구 창천동 76-25,서대문구,,,,,,37.5599499,126.9346096
140,이화여대 후문,서대문구 신촌동 89-4,서대문구,,,,,,37.559933,126.9408372
141,연대 대운동장 남문 옆,서대문구 연희동 27,서대문구,,,,,,37.5626225,126.9319263
158,독립문 어린이 공원,서대문구 영천동 259-1,서대문구,,,,,,37.5818632,126.9088901
159,이대역 4번 출구,대현동 60-11,서대문구,,,,,,37.5578292,126.9423621
160,아현동 가구거리,북아현동 251-78,서대문구,,,,,,37.5573643,126.9585819
161,무악재역1번 출구,통일로 380-4,서대문구,,,,,,37.5839998,126.9496367
162,봉원고가차도 밑,서대문구 대신동 143-1,서대문구,,,,,,37.5657293,126.946571
163,명지전문대학교 정문 앞,홍은동 산25-3,서대문구,,,,,,37.5841414,126.9243421
164,북가좌1동 주민센터 ,북가좌동 477-1,서대문구,,,,,,37.5729442,126.9098897
165,모래내 우체국,북가좌동 470-1,서대문구,,,,,,37.5734893,126.91009
166,남가좌1동 주민센터,연희동 530,서대문구,,,,,,37.5711759,126.9208213
167,연가초등학교 옆,북가좌동 70-119,서대문구,,,,,,37.5793466,126.9170058
168,남가좌동 시장삼거리,남가좌동 185-21,서대문구,,,,,,37.5729252,126.9158479
169,북가좌 삼거리,북가좌동 400,서대문구,,,,,,37.5730949,126.9070868
170,가재울 뉴타운 주유소 옆,남가좌동 124,서대문구,,,,,,37.5715611,126.9196882
171,임광빌딩 앞,미근동 317-1,서대문구,,,,,,37.5620727,126.96901
172,서대문소방서,연희로 182,서대문구,,,,,,37.5731167,126.9360069
173,서대문역 8번출구 앞,충정로2가 138,서대문구,,,,,,37.5653376,126.9667906
175,홍연2교옆,홍은동 387-16,서대문구,,,,,,37.5772942,126.9292657
179,가좌역 4번출구 앞,남가좌동 293-3 ,서대문구,,,,,,37.5691808,126.9148992
180,충정로역 7번출구 뒤,충정로3가 56-1,서대문구,,,,,,37.5600001,126.9624048
188,홍은동 정원여중 입구,홍은동 265-47,서대문구,,,,,,37.5872736,126.9340028
191,정명학원,북가좌동 359-11,서대문구,,,,,,37.5787202,126.9104293
192,연서어린이공원,연희동 519-27,서대문구,,,,,,37.5732298,126.9242297
178,증산3교 앞,북가좌동 352-9,서대문구,,,,,,37.5808115,126.9075956
194,증산교 앞,북가좌동 415,서대문구,,,,,,37.5771873,126.9026208
177,북가좌 초등학교,북가좌동 427-1,서대문구,,,,,,37.5771814,126.9091679
195,모래내고가차도 ,연희동 375-4,서대문구,,,,,,37.5671713,126.9184103
196,연희교차로 인근,연희동 413-38,서대문구,,,,,,37.5660793,126.9261153
198,충청2교,충정로3가 155-4,서대문구,,,,,,37.5622175,126.9638274
506,금호 어울림 아파트 앞,광나루로 249,성동구,,,,,,37.549678,127.0510695
507,성수아이에스비즈타워 앞,성수이로 147,성동구,,,,,,37.5429302,127.0564225
508,성수아카데미타워 앞,성수동2가 289-30,성동구,,,,,,37.5464944,127.0577266
509,이마트 버스정류소 옆,성수동2가 333-16,성동구,,,,,,37.5399389,127.0531674
510,서울숲 남문 버스정류소 옆,성수동1가 655-4,성동구,,,,,,37.5418587,127.0440712
511,서울숲역 4번 출구 옆,성수동1가 685-635,성동구,,,,,,37.5443812,127.0447916
512,뚝섬역 1번 출구 옆,성수동1가 656-853,성동구,,,,,,37.5479582,127.0450017
513,뚝섬역 5번 출구 정류소 옆,성수동1가 14-22,성동구,,,,,,37.5453469,127.0499078
514,성수사거리 버스정류장 옆,성수동2가 289-30,성동구,,,,,,37.5464944,127.0577266
518,청계천 박물관 앞,마장동 610천,성동구,,,,,,37.570901,127.0338753
520,상왕십리역 4번 출구 앞,하왕십리동 960-3도,성동구,,,,,,37.5630904,127.0322931
521,왕십리역 11번 출구 앞,행당동 188-9도,성동구,,,,,,37.560573,127.0359374
522,금호역 1번출구 앞,금호동3가 1575-3도,성동구,,,,,,37.5486981,127.016158
523,옥수동성당 옆,옥수동 산5-148도,성동구,,,,,,37.5438035,127.0148372
524,래미안금호하이리버  아파트 102동 옆,금호동2가 1220-1 도,성동구,,,,,,38.2045223,128.5880383
525,한양대병원사거리,행당동 20-2도,성동구,,,,,,37.557962,127.0401588
526,용답토속공원 앞,용답동 224-1도,성동구,,,,,,37.5629174,127.0576839
529,장안평역 8번 출구 앞,용답동 224-3도,성동구,,,,,,37.5613184,127.0646345
530,청계벽산아파트·텐즈힐아파트 정류소,하왕십리동 286-24도,성동구,,,,,,37.5689717,127.0302326
533,우리은행 금호동 지점 앞,금호동4가 1101도,성동구,,,,,,37.5480607,127.0213121
