ahn,hong,moon,pop,광역시도_x,시군,ID,rate_moon,rate_hong,rate_ahn,x,y,광역시도_y,시도,moon_vs_hong,moon_vs_ahn,ahn_vs_hong
48166.0,41920.0,85853.0,208175.0,인천광역시,연수구,인천 연수,41.24078299507626,20.136904047075777,23.137264320883872,1,10,인천광역시,연수구,21.10387894800048,18.103518674192387,3.000360273808095
77693.0,66178.0,136132.0,327425.0,인천광역시,남동구,인천 남동,41.57654424677407,20.2116515232496,23.728487439871728,2,10,인천광역시,남동구,21.36489272352447,17.848056806902342,3.516835916622128
82590.0,66560.0,146859.0,345398.0,인천광역시,부평구,인천 부평,42.518775441664395,19.27052270134743,23.9115455213985,2,8,인천광역시,부평구,23.248252740316964,18.607229920265894,4.64102282005107
48622.0,37234.0,88890.0,205824.0,인천광역시,계양구,인천 계양,43.18738339552239,18.090212997512438,23.623095460199007,2,7,인천광역시,계양구,25.09717039800995,19.56428793532338,5.532882462686569
72248.0,56236.0,132399.0,306672.0,인천광역시,서구,인천 서구,43.17283612458914,18.337507173788282,23.55872071790056,1,6,인천광역시,서구,24.835328950800857,19.61411540668858,5.221213544112278
9559.0,17041.0,12153.0,43938.0,인천광역시,강화군,인천 강화,27.659429195684826,38.78419591242205,21.75565569666348,1,5,인천광역시,강화군,-11.124766716737224,5.903773499021344,-17.028540215758568
3092.0,5834.0,3935.0,14747.0,인천광역시,옹진군,인천 옹진,26.68339323252187,39.560588594290365,20.96697633416966,0,10,인천광역시,옹진군,-12.877195361768496,5.7164168983522075,-18.593612260120704
23438.0,1308.0,37053.0,66287.0,광주광역시,동구,광주 동구,55.89783818848342,1.9732375880640245,35.35836589376499,3,23,광주광역시,동구,53.924600600419396,20.53947229471843,33.38512830570097
62218.0,3182.0,124183.0,204787.0,광주광역시,서구,광주 서구,60.640079692558615,1.5538095679901558,30.381811345446728,2,22,광주광역시,서구,59.08627012456846,30.258268347111887,28.82800177745657
47663.0,2521.0,85642.0,146037.0,광주광역시,남구,광주 남구,58.64404226326205,1.7262748481549197,32.63761923348192,2,23,광주광역시,남구,56.91776741510713,26.00642302978013,30.911344385327002
88501.0,4241.0,177850.0,292001.0,광주광역시,북구,광주 북구,60.90732565984362,1.4523922863277865,30.308457847747093,3,22,광주광역시,북구,59.454933373515836,30.59886781209653,28.856065561419307
65402.0,3630.0,159119.0,248209.0,광주광역시,광산구,광주 광산,64.10686155618853,1.4624771865645485,26.34956830735388,2,21,광주광역시,광산구,62.644384369623985,37.75729324883466,24.887091120789332
34729.0,33015.0,57580.0,143823.0,대전광역시,동구,대전 동구,40.03532119341134,22.955299221960328,24.1470418500518,5,14,대전광역시,동구,17.080021971451014,15.888279343359542,1.1917426280914718
37504.0,37657.0,62115.0,157397.0,대전광역시,중구,대전 중구,39.46390337808218,23.924852443185067,23.82764601612483,5,15,대전광역시,중구,15.539050934897112,15.636257361957348,-0.09720642706023597
70732.0,59593.0,133604.0,307774.0,대전광역시,서구,대전 서구,43.409774704815874,19.362584233885904,22.98179833254271,4,16,대전광역시,서구,24.04719047092997,20.427976372273164,3.619214098656805
47081.0,35445.0,103313.0,218087.0,대전광역시,유성구,대전 유성,47.37237891300261,16.25268814739072,21.588173527078645,4,15,대전광역시,유성구,31.119690765611892,25.78420538592397,5.335485379687924
28723.0,25666.0,47933.0,118816.0,대전광역시,대덕구,대전 대덕,40.34220980339348,21.601467815782385,24.174353622407757,5,13,대전광역시,대덕구,18.740741987611095,16.167856180985723,2.572885806625372
26458.0,47625.0,56657.0,157051.0,울산광역시,중구,울산 중구,36.075542339749504,30.324544256324376,16.846756786012186,11,15,울산광역시,중구,5.750998083425127,19.228785553737318,-13.47778747031219
39040.0,63331.0,80662.0,219569.0,울산광역시,남구,울산 남구,36.73651562834462,28.843324877373398,17.780287745537848,12,15,울산광역시,남구,7.893190750971222,18.956227882806772,-11.06303713183555
19290.0,23701.0,44931.0,109054.0,울산광역시,동구,울산 동구,41.20068956663671,21.733269756267536,17.688484603957672,12,14,울산광역시,동구,19.467419810369176,23.51220496267904,-4.0447851523098635
20115.0,26596.0,52058.0,122933.0,울산광역시,북구,울산 북구,42.34664410695257,21.63454890062066,16.362571482026794,12,13,울산광역시,북구,20.712095206331906,25.984072624925773,-5.271977418593867
23617.0,42349.0,48486.0,136353.0,울산광역시,울주군,울산 울주,35.55917361554201,31.05835588509237,17.32048433111116,11,14,울산광역시,울주군,4.500817730449636,18.238689284430848,-13.737871553981211
32010.0,23211.0,77767.0,152801.0,세종특별자치시,세종특별자치시,세종,50.894300429971004,15.190345612921382,20.94881578000144,4,13,세종특별자치시,세종특별자치시,35.70395481704962,29.945484649969565,5.758470167080057
43344.0,37143.0,81392.0,190917.0,경기도,수원시장안구,수원 장안,42.632138573306726,19.455051147881015,22.70305944468015,6,10,경기도,장안구,23.17708742542571,19.929079128626576,3.248008296799135
51061.0,42801.0,95263.0,222078.0,경기도,수원시권선구,수원 권선,42.89618962706797,19.272958149839244,22.9923720494601,5,10,경기도,권선구,23.623231477228725,19.903817577607867,3.7194138996208572
